volume,image_number,item,entry,topic,problem,reference_link
Volume 2,433,#item-30a951ede,4455,Some short Rhimes,This unusual entry offers insight into the meanings of R's written in the margins of Alvearium entries in the Bee-Hive.,<a href='/digital-beehive/num10/num_3437/'>4455 [Some short Rhimes]</a>
Volume 2,434,#item-8ab4d0591,4456,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num10/num_3439/'>4456 [[WORD_MISSING]]</a>
Volume 2,435,#item-cc486da72,4466,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num10/num_3451/'>4466 [[WORD_MISSING]]</a>
Volume 2,436,#item-2e9ce3c29,4471,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num10/num_3457/'>4471 [[WORD_MISSING]]</a>
Volume 2,437,#item-49dddad87,4476,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num10/num_3464/'>4476 [[WORD_MISSING]]</a>
Volume 2,438,#item-c8e24d186,4486,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num10/num_3474/'>4486 [[WORD_MISSING]]</a>
Volume 2,438,#item-fd6eba622,4487,Sackcloth,"The Octavo Index entry for ""sack cloath"" mistakenly lists 1487. Pastorius likely meant to list this entry.",<a href='/digital-beehive/num10/num_3475/'>4487 [Sackcloth]</a>
Volume 2,439,#item-27dc3796d,4791,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num11/num_3484/'>4791 [[WORD_MISSING]]</a>
Volume 2,440,#item-bccf931c0,4801,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num11/num_3495/'>4801 [[WORD_MISSING]]</a>
Volume 2,440,#item-f3e61de47,4803,Coxcombs,"The Octavo Index entry for ""coxcombs"" mistakenly lists 1803. Pastorius likely meant to list this entry.",<a href='/digital-beehive/num11/num_3498/'>4803 [Coxcombs]</a>
Volume 2,440,#item-7c88149a5,4810,Old & obsolete words : New fangled words,The purpose of the symbol drawn below this entry is not clear.,<a href='/digital-beehive/num11/num_3505/'>4810 [Old & obsolete words : New fangled words]</a>
Volume 2,441,#item-6bc3d7278,4811,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num11/num_3506/'>4811 [[WORD_MISSING]]</a>
Volume 2,442,#item-d6572bc7f,4816,Lying,"Damage obfuscates this entry number and topic, but there is enough context and visibility to determine them.",<a href='/digital-beehive/num11/num_3512/'>4816 [Lying]</a>
Volume 2,443,#item-284213d44,4821,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num11/num_3517/'>4821 [[WORD_MISSING]]</a>
Volume 2,444,#item-93179d3ca,4831,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num11/num_3527/'>4831 [[WORD_MISSING]]</a>
Volume 2,445,#item-4207ad3fe,4841,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num11/num_3537/'>4841 [[WORD_MISSING]]</a>
Volume 2,446,#item-19b4670a9,4849,WORD_MISSING; Hope,"This is an unusual entry. The topic is obfuscated by damage, though the underlined word ""Hope"" is visible.",<a href='/digital-beehive/num11/num_3545/'>4849 [WORD_MISSING; Hope]</a>
Volume 2,446,#item-6d2510262,4850,World,"It is not clear whether the number 4850 goes with the text above it, as entry numbers typically appear at the top of the entry.",<a href='/digital-beehive/num11/num_3546/'>4850 [World]</a>
Volume 2,447,#item-f2bd6ccb5,4851,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num11/num_3547/'>4851 [[WORD_MISSING]]</a>
Volume 2,450,#item-255ed1af5,4864,Conjuring,"The Octavo Index entry for ""conjuring"" mistakenly lists 1864. Pastorius likely meant to list this entry.",<a href='/digital-beehive/num11/num_3560/'>4864 [Conjuring]</a>
Volume 2,451,#item-ae3ecdccc,4867,Procrastination,"Damage obfuscates this entry number and topic, but there is enough context and visibility to determine them.",<a href='/digital-beehive/num11/num_3563/'>4867 [Procrastination]</a>
Volume 2,451,#item-9df521200,4870,Dancing,"The Octavo Index entry for ""dancing"" mistakenly lists 1870. Pastorius likely meant to list this entry.",<a href='/digital-beehive/num11/num_3566/'>4870 [Dancing]</a>
Volume 2,451,#item-9f1bbdffa,4872,Quick,"The Octavo Index entry for ""quick"" mistakenly lists 1872. Pastorius likely meant to list this entry.",<a href='/digital-beehive/num11/num_3568/'>4872 [Quick]</a>
Volume 2,451,#item-bd75a3ea3,4873,Miller,"The Octavo Index entry for ""miller"" mistakenly lists 1873. Pastorius likely meant to list this entry.",<a href='/digital-beehive/num11/num_3569/'>4873 [Miller]</a>
Volume 2,451,#item-960baf898,4874,Angling,"The Octavo Index entry for ""angling"" mistakenly lists 1874. Pastorius likely meant to list this entry.",<a href='/digital-beehive/num11/num_3570/'>4874 [Angling]</a>
Volume 2,452,#item-bf4958dd2,4876,God's Work,"Damage obfuscates this entry number and topic, but there is enough context and visibility to determine them.",<a href='/digital-beehive/num11/num_3572/'>4876 [God's Work]</a>
Volume 2,453,#item-8cca7bd00,4881,[WORD_MISSING],The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,<a href='/digital-beehive/num11/num_3577/'>4881 [[WORD_MISSING]]</a>
Volume 2,453,#item-8f8c27075,4883,[WORD_MISSING],This is a blank entry.,<a href='/digital-beehive/num11/num_3579/'>4883 [[WORD_MISSING]]</a>
Volume 2,453,#item-cfa237c10,4890,[WORD_MISSING],This is a blank entry.,<a href='/digital-beehive/num11/num_3586/'>4890 [[WORD_MISSING]]</a>
Volume 2,457,#item-086fc778a,4919,Worldly,"This entry does not have an underlined topic, but ""Worldly"" seems like the clear topic nonetheless.",<a href='/digital-beehive/num11/num_3591/'>4919 [Worldly]</a>
Volume 2,458,#item-38300d861,4927,Mortality,"This entry does not have an underlined topic, but ""Mortality"" seems like the clear topic nonetheless.",<a href='/digital-beehive/num11/num_3593/'>4927 [Mortality]</a>
