volume,image_number,head,entry,topic,xref,see,index,item,selection,full_image
Volume 2,99,,280,Education,1291 [Education],,education,#item-ae839213f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/237,272,3094,802/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/full/full/0/default.jpg
Volume 2,99,,281,Husbandry,agriculture|1971 [Husbandry],,husbandry and huswifery,#item-47e691960,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/247,972,3092,862/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/full/full/0/default.jpg
Volume 2,99,,282,Enchantmt,Witchcraft|1284 [Sigil]|1541 [Conjuring],,enchantmt,#item-630d2bf65,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/269,1750,3071,436/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/full/full/0/default.jpg
Volume 2,99,,282,Troublesom fellow,,,trouble,#item-101d3f12a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/261,2116,3058,356/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/full/full/0/default.jpg
Volume 2,99,,283,Company,Partakers|942 [Company],,company|fellowship,#item-400dfe1a1,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/298,2410,3021,721/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/full/full/0/default.jpg
Volume 2,99,,284,Without Xst,258 [Ability],,without Christ,#item-862431126,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/327,3053,3005,440/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/full/full/0/default.jpg
Volume 2,99,,284,To own,,,to own|undeniable,#item-769f119be,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/305,3414,3014,383/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/full/full/0/default.jpg
Volume 2,99,,285,Marriage,1443 [Marriage],,[NOT_IN_INDEX],#item-e28215e66,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/312,3708,2996,685/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/full/full/0/default.jpg
Volume 2,99,,286,Prolixness,2177 [Prolixity],,prolixness,#item-ded77e2cd,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/328,4317,3000,723/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/full/full/0/default.jpg
Volume 2,100,,287,Always,Eternity|356 [Allways]|950 [All along],,always,#item-0d8d401a8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/860,255,2915,348/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/full/full/0/default.jpg
Volume 2,100,,288,Elijah,,,Elijah,#item-e20e1bc67,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/862,606,2910,414/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/full/full/0/default.jpg
Volume 2,100,,289,Father,,,father,#item-c25d8187c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/866,1019,2908,485/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/full/full/0/default.jpg
Volume 2,100,,290,for Example,968 [Example],,example|pattern,#item-ceb1e40ba,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/787,1607,2994,807/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/full/full/0/default.jpg
Volume 2,100,,291,Discourse,Babbling|Speech|Disputation,,discourse,#item-7e577f51a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/803,2263,2968,760/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/full/full/0/default.jpg
Volume 2,100,,292,Drowsiness,Negligence|Sleep,,drowsiness|lethargy,#item-8575075ef,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/782,2951,2991,596/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/full/full/0/default.jpg
Volume 2,100,,293,Swiftness,haste|Soon|Quick,,swiftness,#item-18506aae7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/830,3507,2936,469/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/full/full/0/default.jpg
Volume 2,100,,293,That,,,"that, auffda��",#item-238710b49,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/836,3976,2009,199/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/full/full/0/default.jpg
Volume 2,100,,294,Much,4760 [PAGE_MISSING],,much,#item-5fe27d1c6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/852,4208,2897,866/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/full/full/0/default.jpg
Volume 2,101,,295,Silent meetings,Silence|65 [Waiting upon the Lord in silence],,meetings silent|silent meetings,#item-e3e7bc68a,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/276,257,3064,421/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/full/full/0/default.jpg
Volume 2,101,,295,Ball playing,,,ball|globe,#item-9937c564d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/297,618,3002,508/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/full/full/0/default.jpg
Volume 2,101,,296,Election,Predestination|139 [Reprobates]|4722 [PAGE_MISSING; Election of kings]|2279 [Election and Reprobation],,election,#item-e5e9b1fc4,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/259,1025,3147,747/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/full/full/0/default.jpg
Volume 2,101,,297,Naturalization,,,naturaliza[ti]on,#item-a8014e61c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/254,1718,3127,675/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/full/full/0/default.jpg
Volume 2,101,,298,Day of humiliation,,,day of humiliation,#item-d2cabfa08,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/305,2312,3011,421/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/full/full/0/default.jpg
Volume 2,101,,298,Fortress,,,fort,#item-1594402b2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/314,2668,3015,422/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/full/full/0/default.jpg
Volume 2,101,,299,idle fancies,616 [Fanatick]|fables|imagination|folly|1121 [Singularity]|4481 [Whimsies],,whimsies|fancies|gloss|fancy-humour|phantastick,#item-76190dec7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/332,2980,3051,725/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/full/full/0/default.jpg
Volume 2,101,,300,"Self holiness, Self righteous",75 [Self-righteousness]|4459 [Self holiness],,Self holiness,#item-be3755ea4,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/382,3622,2999,340/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/full/full/0/default.jpg
Volume 2,101,,301,Vomit,,,vomit,#item-da69c4f30,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/357,3895,2948,441/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/full/full/0/default.jpg
Volume 2,101,,301,Uncertainty of the h. Scripture,Scripture|1022 [Uncertainty of the Scriptures],,scriptures uncertainty|various lections,#item-30717ca42,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/325,4304,3031,721/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/full/full/0/default.jpg
Volume 2,102,,302,Contentment,1162 [Contentmt],,contentmt,#item-6cc913022,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/870,222,2927,824/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/full/full/0/default.jpg
Volume 2,102,,303,Sobriety or Soberness,Temperance,,sobriety,#item-db66c05ca,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/857,914,2956,326/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/full/full/0/default.jpg
Volume 2,102,,303,Cholick,,,cholick|gripes,#item-146ffde7f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/868,1395,2932,301/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/full/full/0/default.jpg
Volume 2,102,,304,Supper,Bever|Dinner|breakfast,,supper,#item-65dc3a7ba,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/848,1650,2964,392/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/full/full/0/default.jpg
Volume 2,102,,304,To Geld,333 [Eunuch]|816 [PAGE_MISSING],,to geld,#item-76e96702d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/842,1971,2983,429/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/full/full/0/default.jpg
Volume 2,102,,305,A pair of Beads,,,"a pair of beads|pater noster, beads",#item-643167262,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/860,2265,2853,471/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/full/full/0/default.jpg
Volume 2,102,,305,[AE]sop,,,[AE]sop,#item-69fa7b6e3,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/851,2663,1599,208/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/full/full/0/default.jpg
Volume 2,102,,306,Smith,,,smith|vulcan,#item-549f2f373,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/863,2941,2951,677/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/full/full/0/default.jpg
Volume 2,102,,307,Repentance,944 [Repentance],,repentance late,#item-0f8298e7f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/869,3577,2848,824/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/full/full/0/default.jpg
Volume 2,102,,308,Children,1193 [Child],,child,#item-29e7d6f26,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/859,4282,2929,751/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/full/full/0/default.jpg
Volume 2,103,,309,Prayers,941 [Prayers],,[NOT_IN_INDEX],#item-1b65feba2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/254,227,3113,843/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/full/0/default.jpg
Volume 2,103,,310,Gods,1361 [God],,Gods,#item-8ecec18a1,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/300,971,3055,407/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/full/0/default.jpg
Volume 2,103,,310,Leanness,,,lean[n]ess|slender|thin,#item-9e1e26e9e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/323,1285,3024,417/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/full/0/default.jpg
Volume 2,103,,311,Sonship,4846 [Sons. Sonship],,Son: sonship|daughter,#item-994629c96,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/318,1710,3023,678/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/full/0/default.jpg
Volume 2,103,,312,Unanimity,962 [Unanimity]|1569 [Unity],,unanimity,#item-c21c048a7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/331,2308,3018,829/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/full/0/default.jpg
Volume 2,103,,313,Wit,2383 [Wit],,wit. witticism,#item-e1b8743af,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/336,2981,3010,791/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/full/0/default.jpg
Volume 2,103,,314,Solomon,1584 [Poets],,Solomon,#item-9175de733,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/352,3656,2977,263/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/full/0/default.jpg
Volume 2,103,,314,Athens,,,athens,#item-dd63847b4,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/357,3826,2950,271/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/full/0/default.jpg
Volume 2,103,,314,Dirt,2159 [Dirt],,chaff|dirt,#item-0a095a10b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/326,4002,3011,433/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/full/0/default.jpg
Volume 2,103,,314,Foam,,,excrements|foam,#item-325947843,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/345,4267,2260,149/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/full/0/default.jpg
Volume 2,103,,315,Angels,2241 [Angels],,angel,#item-29e1263a5,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/319,4339,3023,661/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/full/0/default.jpg
Volume 2,104,,316,Affliction,adversity|Suffering|Perplexity|1367 [Afflictions],,affliction|tribulation,#item-cd4e1aaa1,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/847,257,2941,799/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/full/full/0/default.jpg
Volume 2,104,,317,Imitation,,,imitation,#item-272a106eb,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/836,975,2951,687/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/full/full/0/default.jpg
Volume 2,104,,318,Magistrates,1366 [Magistracy],,magistrate,#item-6d7d0993e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/835,1683,2945,753/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/full/full/0/default.jpg
Volume 2,104,,319,Righteous,,,righteous|spiritual pride,#item-1bcc092f9,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/878,2333,2902,469/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/full/full/0/default.jpg
Volume 2,104,,319,Pharisees,Self-righteousness,,pharisees,#item-b1f08d64c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/874,2784,2862,304/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/full/full/0/default.jpg
Volume 2,104,,320,Sin agt. the holy Ghost,2190 [Sin agt. the h. Ghost],,sin agt. h. Ghost,#item-74707b4bb,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/853,3077,2885,742/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/full/full/0/default.jpg
Volume 2,104,,321,Willingness,1446 [Willingness],,willingness|willful,#item-9473d6158,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/836,3740,2888,638/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/full/full/0/default.jpg
Volume 2,104,,322,Sin,1069 [Sin],,[NOT_IN_INDEX],#item-bfc9b8b94,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/881,4272,2851,767/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0571/full/full/0/default.jpg
Volume 2,105,,323,to have a sure Knowledge,965 [knowledge],,[NOT_IN_INDEX],#item-415368761,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/260,223,3065,820/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/full/full/0/default.jpg
Volume 2,105,,324,Wickedness,1394 [Wicked],,wickedness,#item-6ddce37ca,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/261,942,3078,888/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/full/full/0/default.jpg
Volume 2,105,,325,Infirmity,1719 [Infirmity],,infirmity|weakness,#item-eced9a063,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/268,1688,3065,754/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/full/full/0/default.jpg
Volume 2,105,,326,Ill gotten goods & gains,1727 [Ill gotten goods],,ill gotten|unjust goods,#item-4ec03a0e3,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/311,2332,3018,795/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/full/full/0/default.jpg
Volume 2,105,,327,Supposing,Conjecture,,supposing,#item-3045b1669,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/329,3059,3001,679/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/full/full/0/default.jpg
Volume 2,105,,328,Peter,,,Peter,#item-1847cd82b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/323,3725,3001,628/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/full/full/0/default.jpg
Volume 2,105,,329,Gods Invitations,,,God's invitations,#item-bdd77f905,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/279,4273,3042,736/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0572/full/full/0/default.jpg
Volume 2,106,,330,Impunity,Perdon|1192 [Want of Punishmt],,impunity,#item-15422f9f5,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/850,258,2968,811/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/full/full/0/default.jpg
Volume 2,106,,331,St. Stephen,,,Stephen,#item-9a6b01b2e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/821,953,2987,269/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/full/full/0/default.jpg
Volume 2,106,,331,to give Notice,News,,to give notice,#item-2af92b4da,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/868,1196,2821,412/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/full/full/0/default.jpg
Volume 2,106,,332,Two,both|2182 [Two],,couple|two,#item-e32f03d86,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/871,1677,2924,528/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/full/full/0/default.jpg
Volume 2,106,,332,a Pair,,,a pair,#item-73c1798bf,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/870,2126,2923,201/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/full/full/0/default.jpg
Volume 2,106,,333,Eunuch,to geld,,eunuch,#item-8fbde40b3,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/882,2356,2868,483/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/full/full/0/default.jpg
Volume 2,106,,333,Exclam[m]ations or Interjections,4646 [PAGE_MISSING],,exclamation|interjections|be pleased|pray!|woe to you!,#item-0c3b0ba85,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/851,2710,2905,364/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/full/full/0/default.jpg
Volume 2,106,,333,Pray,336 [To pray],,pray!,#item-ba16cf025,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/870,2988,2891,208/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/full/full/0/default.jpg
Volume 2,106,,334,Impotency,Infirmity|Want|1833 [Impotency]|694 [Unfitness],,cannot|impotency,#item-a6b144cee,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/795,3069,2977,601/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/full/full/0/default.jpg
Volume 2,106,,335,mortal & venial sins,,,sin venial|venial sin,#item-fd217b892,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/872,3726,2851,390/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/full/full/0/default.jpg
Volume 2,106,,336,Punch,,,punch,#item-b5fbeeb5c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/840,4302,2888,256/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/full/full/0/default.jpg
Volume 2,106,,336,To pray,652 [Petition Request]|1102 [Be Pleased],,to entreat|to request,#item-c1abe1af7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/812,4566,2929,441/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0573/full/full/0/default.jpg
Volume 2,107,,337,Gods goodness,Mercy|2299 [God's goodness],,[NOT_IN_INDEX],#item-c546fad89,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/277,285,3032,796/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/full/full/0/default.jpg
Volume 2,107,,338,Mercy,,,God's goodness|mercy,#item-ff26c8cb7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/298,1044,2989,768/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/full/full/0/default.jpg
Volume 2,107,,339,Guns,,,guns,#item-03405019e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/285,1775,3073,672/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/full/full/0/default.jpg
Volume 2,107,,340,Talebearing,Slander|Calumny|Backbiting,,talebearing,#item-3883c95d0,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/338,2349,3007,858/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/full/full/0/default.jpg
Volume 2,107,,341,Birds,1738 [birds],,birds,#item-519a0745d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/336,3146,3002,759/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/full/full/0/default.jpg
Volume 2,107,,342,Affirmatively,913 [to prove a Negative],,affirmation,#item-52e8c9f90,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/377,3863,2960,550/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/full/full/0/default.jpg
Volume 2,107,,343,Cow,,,cow,#item-4cab09e17,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/373,4362,3013,649/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0574/full/full/0/default.jpg
Volume 2,108,,344,Privateers,Robbery,,privateer,#item-8a81be505,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/832,261,2938,378/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/full/full/0/default.jpg
Volume 2,108,,344,A Pyrat,,,pirate,#item-e7867f82c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/832,602,2940,441/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/full/full/0/default.jpg
Volume 2,108,,345,Hear,Ear|Information,,audience|hearing,#item-3be3d2538,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/823,991,2952,846/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/full/full/0/default.jpg
Volume 2,108,,346,Simon Magus,,,Simon Magus,#item-26f1ff8dd,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/822,1758,2942,367/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/full/full/0/default.jpg
Volume 2,108,,346,Other,,,other,#item-09b44f0bd,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/830,2104,2956,372/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/full/full/0/default.jpg
Volume 2,108,,347,Digression,,,by the by|digression,#item-4a61d6869,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/820,2396,2949,358/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/full/full/0/default.jpg
Volume 2,108,,347,Unthankful,1135 [unthankfulness],,unthankful,#item-e872a1786,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/819,2758,2933,513/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/full/full/0/default.jpg
Volume 2,108,,348,Utopia,1114 [Golden Age],,Utopia,#item-88db3ff60,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/820,3188,2929,425/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/full/full/0/default.jpg
Volume 2,108,,348,a Band,4584 [PAGE_MISSING],,bands|riband|tape,#item-c733d0f68,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/824,3508,2917,275/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/full/full/0/default.jpg
Volume 2,108,,348,A rope,Thread,,cord|rope|string,#item-d1cd3a538,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/822,3691,2913,249/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/full/full/0/default.jpg
Volume 2,108,,349,Air,383 [Firmament]|1434 [Air],,air,#item-ca8087997,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/820,3873,2920,564/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/full/full/0/default.jpg
Volume 2,108,,350,Butchering,,,butchering,#item-c8c4d50fe,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/827,4382,2938,264/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0575/full/full/0/default.jpg
