pid,volume,image,pastorius_page_numbers,older_pastorius_page_numbers,type,secondary_type,section_title,secondary_section_title,tertiary_section_title,pastorius_section_header,pastorius_description,contents,secondary_contents,first_entry,last_entry,order,thumbnail,full,notes_DONOTUSE
toc1_244,1,254,,,Onomastical Considerations,,Onomastical Considerations,,,,,135 - 141,,135,141,244,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0253/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0253/full/full/0/default.jpg,
toc1_245,1,255,,,Onomastical Considerations,,Onomastical Considerations,,,,,142 - 149,,142,149,245,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0254/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0254/full/full/0/default.jpg,
toc1_246,1,256,,,Onomastical Considerations,,Onomastical Considerations,,,,,150 - 157,,150,157,246,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0255/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0255/full/full/0/default.jpg,
toc1_247,1,257,,,Onomastical Considerations,,Onomastical Considerations,,,,,157 (cont.) - 166,,157 (cont.),166,247,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0256/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0256/full/full/0/default.jpg,
toc1_248,1,258,,,Onomastical Considerations,,Onomastical Considerations,,,,,167 - 175,,167,175,248,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0257/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0257/full/full/0/default.jpg,
toc1_249,1,259,,,Onomastical Considerations,,Onomastical Considerations,,,,,175 (cont.) - 179,,175 (cont.),179,249,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0258/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0258/full/full/0/default.jpg,
toc1_250,1,260,,,Onomastical Considerations,,Onomastical Considerations,,,,,179 (cont.) - 184,,179 (cont.),184,250,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0259/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0259/full/full/0/default.jpg,
toc1_251,1,261,,,Onomastical Considerations,,Onomastical Considerations,,,,,184 (cont.) - 192,,184 (cont.),192,251,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0260/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0260/full/full/0/default.jpg,
toc1_252,1,262,,,Onomastical Considerations,,Onomastical Considerations,,,,"This kind of Speculative Observations or Considerations about Names, being Increased and still Increasingly beyond (: yea even Against :) the Expectation & Intention of the Framer thereof, he that would peruse them to the end, Is hereby entreated to Look forward, to Page 111.",193 - 199,,193,199,252,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0261/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0261/full/full/0/default.jpg,
toc1_253,1,263,111,111,Onomastical Considerations,,Onomastical Considerations (Additions),,,Plus Ultra. Or Some further Onomastical Considerations,,200 - 207,,200,207,253,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0262/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0262/full/full/0/default.jpg,
toc1_254,1,264,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,208 - 213,,208,213,254,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0263/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0263/full/full/0/default.jpg,
toc1_255,1,265,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,214 - 221,,214,221,255,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0264/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0264/full/full/0/default.jpg,
toc1_256,1,266,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,222 - 224,,222,224,256,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0265/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0265/full/full/0/default.jpg,
toc1_257,1,267,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,225 - 231,,225,231,257,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0266/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0266/full/full/0/default.jpg,
toc1_258,1,268,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,232 - 242,,232,242,258,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0267/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0267/full/full/0/default.jpg,
toc1_259,1,269,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,242 (cont.) - 249,,242 (cont.),249,259,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0268/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0268/full/full/0/default.jpg,
toc1_260,1,270,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,249 (cont.) - 257,,249 (cont.),257,260,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0269/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0269/full/full/0/default.jpg,
toc1_261,1,271,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,258 - 262,,258,262,261,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0270/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0270/full/full/0/default.jpg,
toc1_262,1,272,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,263 - 270,,263,270,262,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0271/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0271/full/full/0/default.jpg,
toc1_263,1,273,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,271 - 278,,271,278,263,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0272/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0272/full/full/0/default.jpg,
toc1_264,1,274,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,279 - 282,,279,282,264,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0273/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0273/full/full/0/default.jpg,Part of 282 canceled
toc1_265,1,275,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,282 (cont.) - 287,,282 (cont.),287,265,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0274/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0274/full/full/0/default.jpg,
toc1_266,1,276,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,288 - 292,,288,292,266,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0275/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0275/full/full/0/default.jpg,
toc1_267,1,277,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,292 (cont.) - 295,,292 (cont.),295,267,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0276/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0276/full/full/0/default.jpg,
toc1_268,1,278,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,295 (cont.) - 299,,295 (cont.),299,268,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0277/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0277/full/full/0/default.jpg,
toc1_269,1,279,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,299 (cont.) - 301,,299 (cont.),301,269,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0278/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0278/full/full/0/default.jpg,
toc1_270,1,280,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,302 - 309,,302,309,270,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0279/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0279/full/full/0/default.jpg,
toc1_271,1,281,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,310 - 318,,310,318,271,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0280/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0280/full/full/0/default.jpg,
toc1_272,1,282,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,319 - 323,,319,323,272,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0281/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0281/full/full/0/default.jpg,
toc1_273,1,283,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,324 - 329,,324,329,273,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0282/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0282/full/full/0/default.jpg,
toc1_274,1,284,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,329 (cont.) - 337,,329 (cont.),337,274,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0283/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0283/full/full/0/default.jpg,
toc1_275,1,285,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,337 (cont.) - 343,,337 (cont.),343,275,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0284/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0284/full/full/0/default.jpg,
toc1_276,1,286,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,344 - 349,,344,349,276,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0285/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0285/full/full/0/default.jpg,
toc1_277,1,287,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,349 (cont.) - 354,,349 (cont.),354,277,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0286/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0286/full/full/0/default.jpg,
toc1_278,1,288,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,354 (cont.) - 356,,354 (cont.),356,278,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0287/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0287/full/full/0/default.jpg,
toc1_279,1,289,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,356 (cont.) - 358,,356 (cont.),358,279,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0288/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0288/full/full/0/default.jpg,
toc1_280,1,290,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,359 - 364,,359,364,280,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0289/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0289/full/full/0/default.jpg,
toc1_281,1,291,140,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,364 (cont.) - 372,,364 (cont.),372,281,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0290/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0290/full/full/0/default.jpg,
toc1_282,1,292,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,373 - 380,,373,380,282,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0291/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0291/full/full/0/default.jpg,
toc1_283,1,293,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,381 - 389,,381,389,283,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0292/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0292/full/full/0/default.jpg,
toc1_284,1,294,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,390 - 395,,390,395,284,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0293/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0293/full/full/0/default.jpg,
toc1_285,1,295,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,396 - 403,,396,403,285,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0294/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0294/full/full/0/default.jpg,
toc1_286,1,296,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,403 (cont.) - 408,,403 (cont.),408,286,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0295/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0295/full/full/0/default.jpg,
toc1_287,1,297,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,409 - 416,,409,416,287,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0296/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0296/full/full/0/default.jpg,
toc1_288,1,298,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,417 - 428,,417,428,288,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0297/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0297/full/full/0/default.jpg,
toc1_289,1,299,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,429 - 434,,429,434,289,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0298/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0298/full/full/0/default.jpg,
toc1_290,1,300,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,435 - 441,,435,441,290,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0299/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0299/full/full/0/default.jpg,
toc1_291,1,301,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,442 - 453,,442,453,291,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0300/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0300/full/full/0/default.jpg,
toc1_292,1,302,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,454 - 466,,454,466,292,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0301/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0301/full/full/0/default.jpg,
toc1_293,1,303,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,467 - 477,,467,477,293,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0302/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0302/full/full/0/default.jpg,
toc1_294,1,304,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,478 - 487,,478,487,294,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0303/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0303/full/full/0/default.jpg,
toc1_295,1,305,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,487 (cont.) - 500,,487 (cont.),500,295,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0304/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0304/full/full/0/default.jpg,
toc1_296,1,306,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,501 - 511,,501,511,296,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0305/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0305/full/full/0/default.jpg,
toc1_297,1,307,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,512 - 523,,512,523,297,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0306/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0306/full/full/0/default.jpg,
toc1_298,1,308,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,524 - 535,,524,535,298,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0307/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0307/full/full/0/default.jpg,
toc1_299,1,309,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,536 - 546,,536,546,299,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0308/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0308/full/full/0/default.jpg,
toc1_300,1,310,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,547 - 559,,547,559,300,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0309/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0309/full/full/0/default.jpg,
toc1_301,1,311,,,Miscellania,,Miscellaneous Excerpts,The Tithe-Teacher Plaintiff & the Poor Man Defendant,,,,,,,,301,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0310/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0310/full/full/0/default.jpg,
toc1_302,1,312,,,Miscellania,,Miscellaneous Excerpts,The Tithe-Teacher Plaintiff & the Poor Man Defendant,,,,,,,,302,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0311/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0311/full/full/0/default.jpg,
toc1_303,1,313,,,Miscellania,,Miscellaneous Excerpts,The Tithe-Teacher Plaintiff & the Poor Man Defendant,,,,,,,,303,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0312/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0312/full/full/0/default.jpg,
toc1_304,1,314,,,Miscellania,,Miscellaneous Excerpts,The Tithe-Teacher Plaintiff & the Poor Man Defendant,,,,,,,,304,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0313/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0313/full/full/0/default.jpg,
toc1_305,1,315,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,560 - 569,,560,569,305,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0314/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0314/full/full/0/default.jpg,
toc1_306,1,316,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,569 (cont.) -575,,569 (cont.),575,306,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0315/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0315/full/full/0/default.jpg,
toc1_307,1,317,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,576 - 584,,576,584,307,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0316/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0316/full/full/0/default.jpg,
toc1_308,1,318,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,585 - 598,,585,598,308,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0317/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0317/full/full/0/default.jpg,
toc1_309,1,319,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,599 - 610,,599,610,309,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0318/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0318/full/full/0/default.jpg,
toc1_310,1,320,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,611 - 628,,611,628,310,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0319/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0319/full/full/0/default.jpg,
toc1_311,1,321,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,629 - 642,,629,642,311,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0320/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0320/full/full/0/default.jpg,
toc1_312,1,322,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,642 (cont.) - 655,,642 (cont.),655,312,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0321/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0321/full/full/0/default.jpg,
toc1_313,1,323,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,656 - 673,,656,673,313,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0322/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0322/full/full/0/default.jpg,
toc1_314,1,324,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,674 - 683,,674,683,314,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0323/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0323/full/full/0/default.jpg,
toc1_315,1,325,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,684 - 697,,684,697,315,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0324/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0324/full/full/0/default.jpg,
toc1_316,1,326,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,698 - 709,,698,709,316,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0325/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0325/full/full/0/default.jpg,
toc1_317,1,327,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,709 (cont.) - 719,,709 (cont.),719,317,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0326/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0326/full/full/0/default.jpg,
toc1_318,1,328,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,720 - 729,,720,729,318,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0327/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0327/full/full/0/default.jpg,
toc1_319,1,329,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,730 - 738,,730,738,319,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0328/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0328/full/full/0/default.jpg,
toc1_320,1,330,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,739 - 752,,739,752,320,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0329/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0329/full/full/0/default.jpg,
toc1_321,1,331,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,753 - 764,,753,764,321,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0330/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0330/full/full/0/default.jpg,
toc1_322,1,332,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,765 - 777,,765,777,322,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0331/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0331/full/full/0/default.jpg,
toc1_323,1,333,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,778 - 791,,778,791,323,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0332/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0332/full/full/0/default.jpg,
toc1_324,1,334,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,792 - 803,,792,803,324,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0333/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0333/full/full/0/default.jpg,
toc1_325,1,335,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,804 - 813,,804,813,325,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0334/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0334/full/full/0/default.jpg,
toc1_326,1,336,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,814 - 828,,814,828,326,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0335/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0335/full/full/0/default.jpg,
toc1_327,1,337,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,829 - 846,,829,846,327,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0336/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0336/full/full/0/default.jpg,
toc1_328,1,338,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,847 - 857,,847,857,328,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0337/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0337/full/full/0/default.jpg,
toc1_329,1,339,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,858 - 872,,858,872,329,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0338/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0338/full/full/0/default.jpg,
toc1_330,1,340,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,873 - 885,,873,885,330,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0339/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0339/full/full/0/default.jpg,
toc1_331,1,341,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,885 (cont.) - 895,,885 (cont.),895,331,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0340/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0340/full/full/0/default.jpg,
toc1_332,1,342,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,896 - 906,,896,906,332,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0341/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0341/full/full/0/default.jpg,
