volume,image_number,head,entry,topic,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri
Volume 3,9,to becken,2202 [To Nod : to becken],,,,,,,#item-d274ab745,,Head: to becken|Entry: 2202 [To Nod : to becken]|#item-d274ab745,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0952/1593,2465,493,89/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0952/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1530892453024
Volume 3,10,besiege,742 [PAGE_MISSING]|1338 [To Assault : besiege],,,,,,,#item-2cf0ec7da,,Head: besiege|Entry: 742 [PAGE_MISSING]|Entry: 1338 [To Assault : besiege]|#item-2cf0ec7da,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/366,2416,566,154/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531148344923
Volume 3,11,brandywine,166 [Brandy-wine]|1310 [Brandy & Aqua vite],,,,,,,#item-5d2430142,,Head: brandywine|Entry: 166 [Brandy-wine]|Entry: 1310 [Brandy & Aqua vite]|#item-5d2430142,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/167,608,658,137/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417715910
Volume 3,11,buffoon,a|1436 [Buffoons : Obscenity],,p.42 [Image 1.102],,,,,#item-5d5257f83,,Head: buffoon|Page: p.42 [Image 1.102]|Entry: a|Entry: 1436 [Buffoons : Obscenity]|#item-5d5257f83,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/883,566,687,148/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420396542
Volume 3,11,Callis,1467 [Callis : Calais],,,,,,,#item-5675efcf0,,Head: Callis|Entry: 1467 [Callis : Calais]|#item-5675efcf0,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1563,708,449,152/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494571677
Volume 3,12,caribeans,1514 [Carribbee Islands],,,,,,,#item-d05bc4674,,Head: caribeans|Entry: 1514 [Carribbee Islands]|#item-d05bc4674,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/415,207,555,134/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496564890
Volume 3,12,Carolina,651 [Carolina]|1520 [Carolina],,,,,,,#item-9000af069,,Head: Carolina|Entry: 651 [Carolina]|Entry: 1520 [Carolina]|#item-9000af069,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/404,575,645,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531496800609
Volume 3,46,tea,1346 [Coffee : Tea : Chocolate],,,,,,,#item-6e2ae2b27,,Head: tea|Entry: 1346 [Coffee : Tea : Chocolate]|#item-6e2ae2b27,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/1807,3484,357,104/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743771201
Volume 3,21,formality,229 [Formality]|1470 [Form without Power],,,,,,,#item-026640b39,,Head: formality|Entry: 229 [Formality]|Entry: 1470 [Form without Power]|#item-026640b39,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/172,3023,689,137/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531762378339
Volume 3,21,forsake sin,1700 [Continuance],,,,,,,#item-0ba0c657c,,Head: forsake sin|Entry: 1700 [Continuance]|#item-0ba0c657c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/179,3371,492,82/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0964/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531762696082
Volume 2,53,,Similitude,Similitude,,,Likelihood|256 [Allusions]|534 [Comparison|1370 [Parables & Similitudes which Christ spake],,similitude,#item-0bc964271,,Entry: Similitude|Topic: Similitude|Xref: Likelihood|Xref: 256 [Allusions]|Xref: 534 [Comparison|Xref: 1370 [Parables & Similitudes which Christ spake]|Index: similitude|#item-0bc964271,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0520/272,377,3125,441/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0520/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532023250692
Volume 2,53,,Skill,Skill,,,experience|knowledge|258 [Ability],,skill,#item-101189171,,Entry: Skill|Topic: Skill|Xref: experience|Xref: knowledge|Xref: 258 [Ability]|Index: skill|#item-101189171,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0520/304,3428,3031,326/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0520/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532029303252
Volume 3,47,tempests,1346 [Thunder & Lightning]|1346 [Hailstones],,,,,,,#item-4f37bb72c,,Head: tempests|Entry: 1346 [Thunder & Lightning]|Entry: 1346 [Hailstones]|#item-4f37bb72c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0990/187,1512,467,125/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532049560407
Volume 3,12,certainly,914 [Security]|2213 [I am Sure],,,,,,,#item-dd20065c2,,Head: certainly|Entry: 914 [Security]|Entry: 2213 [I am Sure]|#item-dd20065c2,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/1118,1775,676,115/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532099725406
Volume 3,12,Charles I,1488 [K. Charles I]|1488 [Stuart]|1488 [K. Charles II],,,,,,,#item-5c1463806,,Head: Charles I|Entry: 1488 [K. Charles I]|Entry: 1488 [Stuart]|Entry: 1488 [K. Charles II]|#item-5c1463806,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/1820,362,582,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532443815808
Volume 3,12,Chauser,1581 [Errata's],,,,,,,#item-9a06a57c1,,Head: Chauser|Entry: 1581 [Errata's]|#item-9a06a57c1,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/1826,883,398,95/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532444157476
Volume 2,54,,Slavery,Slavery,,,Servitude|351 [Captivity]|1141 [Slavery],,slavery,#item-60fdb7e63,,Entry: Slavery|Topic: Slavery|Xref: Servitude|Xref: 351 [Captivity]|Xref: 1141 [Slavery]|Index: slavery|#item-60fdb7e63,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0521/776,185,2989,300/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0521/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532448715551
Volume 2,54,,Soon,Soon,,,hast|too soon|175 [Dispatch]|797 [PAGE_MISSING],,soon,#item-4adfacb54,,Entry: Soon|Topic: Soon|Xref: hast|Xref: too soon|Xref: 175 [Dispatch]|Xref: 797 [PAGE_MISSING]|Index: soon|#item-4adfacb54,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0521/764,2207,2965,380/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0521/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532449192504
Volume 2,54,,Speech,Speech,,,tongue|language|2 [Laconism]|Babbling|slow|too hasty|Eloquence|1194 [Speech],,speech,#item-34bb03e62,,Entry: Speech|Topic: Speech|Xref: tongue|Xref: language|Xref: 2 [Laconism]|Xref: Babbling|Xref: slow|Xref: too hasty|Xref: Eloquence|Xref: 1194 [Speech]|Index: speech|#item-34bb03e62,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0521/748,4004,2981,848/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0521/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532449805510
Volume 3,12,chevy-chase,4802 [Chevy chase],,,,,,,#item-7f63fb207,,Head: chevy-chase|Entry: 4802 [Chevy chase]|#item-7f63fb207,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/1813,1577,627,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532459807427
Volume 2,55,,Star,Star,,,24 [Astrology]|Comet|Planets|1358 [Star],,star,#item-96b5d075f,,Entry: Star|Topic: Star|Xref: 24 [Astrology]|Xref: Comet|Xref: Planets|Xref: 1358 [Star]|Index: star|#item-96b5d075f,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0522/292,2040,3060,468/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0522/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532460012127
Volume 2,55,,Strappado,Strappado,,,419 [Torturing],,strappado,#item-d63cc68df,,Entry: Strappado|Topic: Strappado|Xref: 419 [Torturing]|Index: strappado|#item-d63cc68df,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0522/343,4739,2986,206/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0522/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532461057676
Volume 3,12,chocolate,1346 [Coffee : Tea : Chocolate],,,,,,,#item-da7bdbd02,,Head: chocolate|Entry: 1346 [Coffee : Tea : Chocolate]|#item-da7bdbd02,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/1826,2979,530,125/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0955/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532461428504
Volume 2,56,,Student,Student,,,Learning|Pedantery|105 [a Pretender to learning]|866 [Retain]|1341 [Student],,Student,#item-940dd7ef9,,Entry: Student|Topic: Student|Xref: Learning|Xref: Pedantery|Xref: 105 [a Pretender to learning]|Xref: 866 [Retain]|Xref: 1341 [Student]|Index: Student|#item-940dd7ef9,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0523/686,1366,3083,632/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0523/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532550795801
Volume 3,13,church yard,4809 [Church yard],,,,,,,#item-556b5479c,,Head: church yard|Entry: 4809 [Church yard]|#item-556b5479c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/142,1513,449,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532619915780
Volume 3,13,Churchman,1381 [Robert Churchman],,,,,,,#item-841f4d4af,,Head: Churchman|Entry: 1381 [Robert Churchman]|#item-841f4d4af,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/139,1577,549,102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532620076284
Volume 3,13,Cichory,2120 [Cichory],,,,,,,#item-70005ef01,,Head: Cichory|Entry: 2120 [Cichory]|#item-70005ef01,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/137,1907,475,108/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532620375714
Volume 3,47,theme,4592 [[PAGE_MISSING]],,,,,,,#item-bc84c1629,,Head: theme|Entry: 4592 [[PAGE_MISSING]]|#item-bc84c1629,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0990/891,1143,421,69/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532720614168
Volume 3,47,thoughts governmt of th,1297 [Governmt of thoughts],,,,,,,#item-b8556be97,,Head: thoughts governmt of th|Entry: 1297 [Governmt of thoughts]|#item-b8556be97,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0990/855,2759,722,158/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532876472460
Volume 3,13,claim,1389 [of Courting women],,,,,,,#item-e9efa9f72,,Head: claim|Entry: 1389 [of Courting women]|#item-e9efa9f72,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/155,3058,403,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536333363533
Volume 3,33,nymph[ae],2120 [Nymph[ae]],,,,,,,#item-9bbd1687f,,Head: nymph[ae]|Entry: 2120 [Nymph[ae]]|#item-9bbd1687f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/147,1153,580,149/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536346624107
Volume 3,33,obedience,a|985 [Obedience]|1837 [PAGE_MISSING]|2189 [Passive Obedience & non resistance],,,passive,,,,#item-543a07fcf,,Head: obedience|Entry: a|Entry: 985 [Obedience]|Entry: 1837 [PAGE_MISSING]|Add: passive|Entry: 2189 [Passive Obedience & non resistance]|#item-543a07fcf,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/145,1641,789,260/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347173045
Volume 3,33,office,a|1232 [Offices],,,,,,,#item-8106d4a69,,Head: office|Entry: a|Entry: 1232 [Offices]|#item-8106d4a69,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/808,586,558,142/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347988665
Volume 3,33,omnipotency,a|1630 [Altar],,,,,,,#item-3051daf53,,Head: omnipotency|Entry: a|Entry: 1630 [Altar]|#item-3051daf53,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/836,2374,693,181/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348543797
Volume 3,13,cockatrice,1353 [a Basilisk or Cockatrice],,,,,,,#item-7055bf863,,Head: cockatrice|Entry: 1353 [a Basilisk or Cockatrice]|#item-7055bf863,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/849,2563,616,101/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536608217433
Volume 3,13,coffee,1346 [Coffee : Tea : Chocolate],,,,,,,#item-7bcfcd62f,,Head: coffee|Entry: 1346 [Coffee : Tea : Chocolate]|#item-7bcfcd62f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/848,2945,399,178/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536608802064
Volume 3,13,comfort false,a|1525 [False Comfort]|2036 [False hope & Comfort],,,,,,,#item-42b3d5bdf,,Head: comfort false|Entry: a|Entry: 1525 [False Comfort]|Entry: 2036 [False hope & Comfort]|#item-42b3d5bdf,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/1543,1542,697,130/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536610906212
Volume 3,13,common prayer,259 [Com[m]on Prayer Book]|4449 [Common Prayer's],,,,,,,#item-4c13d7eec,,Head: common prayer|Entry: 259 [Com[m]on Prayer Book]|Entry: 4449 [Common Prayer's]|#item-4c13d7eec,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/1543,2609,660,111/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536611950885
Volume 3,13,common calamities,1368 [Publick or Com[m]on Calamities],,,,,,,#item-65a388ba1,,Head: common calamities|Entry: 1368 [Publick or Com[m]on Calamities]|#item-65a388ba1,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/1538,2688,635,79/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536612161966
Volume 3,13,to com[m]unicate,2364 [To Com[m]unicate & partake],,,,,partake,,#item-3fca3bef2,,Head: to com[m]unicate|See: partake|Entry: 2364 [To Com[m]unicate & partake]|#item-3fca3bef2,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/1528,2913,776,170/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0956/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1537163789386
Volume 3,14,compassion,a|1436 [Commiseration],,,,,,,#item-501fc98ca,,Head: compassion|Entry: a|Entry: 1436 [Commiseration]|#item-501fc98ca,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/422,481,651,141/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1537215133832
Volume 3,14,complaint of the damned,1936 [Complaint],,,,,,,#item-32379d007,,Head: complaint of the damned|Entry: 1936 [Complaint]|#item-32379d007,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/441,842,710,92/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1537215267406
Volume 3,14,conjuring,1541 [Conjuring]|4864 [Conjuring],,,,,,,#item-802193cdc,,Head: conjuring|Entry: 1541 [Conjuring]|Entry: 4864 [Conjuring]|#item-802193cdc,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/1158,744,698,131/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1537541233190
Volume 3,14,consent of parents,1442 [marry without Consent of Parents & Guardians],,,,,,,#item-b33e55ee4,,Head: consent of parents|Entry: 1442 [marry without Consent of Parents & Guardians]|#item-b33e55ee4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/1152,1584,683,123/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1537541526899
Volume 3,14,conversation,124 [Conversation]|1297 [Governmt of thoughts],,,,,,,#item-9106b218c,,Head: conversation|Entry: 124 [Conversation]|Entry: 1297 [Governmt of thoughts]|#item-9106b218c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/1844,1712,716,125/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1537559608508
Volume 3,14,conviction,362 [Conviction]|1706 [Conviction]|2039 [Conviction],,,,,,,#item-c4e8535cf,,Head: conviction|Entry: 362 [Conviction]|Entry: 1706 [Conviction]|Entry: 2039 [Conviction]|#item-c4e8535cf,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/1837,1952,705,154/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1537559700119
Volume 3,14,corns,1337 [Corns : Warts],,,,,,,#item-893730b5e,,Head: corns|Entry: 1337 [Corns : Warts]|#item-893730b5e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/1821,2993,411,88/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0957/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1537560146779
Volume 3,15,wom : Courses,838 [[PAGE_MISSING]]|1653 [Menstrua],,,,,,,#item-84c3ed5f5,,Head: wom : Courses|Entry: 838 [[PAGE_MISSING]]|Entry: 1653 [Menstrua]|#item-84c3ed5f5,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/144,2332,714,101/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1537974830692
Volume 3,15,to court,a|912 [To Wooe]|1389 [of Courting women]|1614 [Courting]|4554 [PAGE_MISSING]|4880 [Courtship],,,,,,,#item-98377fd2e,,Head: to court|Entry: a|Entry: 912 [To Wooe]|Entry: 1389 [of Courting women]|Entry: 1614 [Courting]|Entry: 4554 [PAGE_MISSING]|Entry: 4880 [Courtship]|#item-98377fd2e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/143,2464,722,145/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1537974942711
Volume 3,15,cowley,4802 [Abr. Cowley],,,,,,,#item-9750ae654,,Head: cowley|Entry: 4802 [Abr. Cowley]|#item-9750ae654,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/169,2895,443,120/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1537975180238
Volume 3,15,coxcombs,4803 [Coxcombs],,,,,,,#item-a3b4b0123,,Head: coxcombs|Entry: 4803 [Coxcombs]|#item-a3b4b0123,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/172,3047,552,84/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1537975250620
Volume 3,33,orchard,1890 [[PAGE_MISSING]],,,,,garden,,#item-680260008,,Head: orchard|See: garden|Entry: 1890 [[PAGE_MISSING]]|#item-680260008,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/1525,1990,766,182/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1538162774541
Volume 3,34,parable,1370 [Parables & Similitudes which Christ spake],,,,,similitude,,#item-60b17c5c6,,Head: parable|See: similitude|Entry: 1370 [Parables & Similitudes which Christ spake]|#item-60b17c5c6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0977/1168,871,752,187/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0977/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1538492730190
Volume 3,34,paroxysm,2118 [Fit or Paroxysm],,,,,,,#item-8717a59d6,,Head: paroxysm|Entry: 2118 [Fit or Paroxysm]|#item-8717a59d6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0977/1144,2204,580,158/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0977/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1538494352740
Volume 3,34,partakers,a|2364 [To Com[m]unicate & partake],,,,,,,#item-a14134c3c,,Head: partakers|Entry: a|Entry: 2364 [To Com[m]unicate & partake]|#item-a14134c3c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0977/1112,3023,673,170/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0977/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1538494650292
Volume 3,34,passive obed,2189 [Passive Obedience & non resistance]|4626 [PAGE_MISSING],,,,,,,#item-dc60fc9ce,,Head: passive obed|Entry: 2189 [Passive Obedience & non resistance]|Entry: 4626 [PAGE_MISSING]|#item-dc60fc9ce,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0977/1823,422,715,200/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0977/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1538494978487
Volume 3,34,peacemaker,a|1146 [Peacemak.]|1900 [Peacemak],,,,,,,#item-6008dd51e,,Head: peacemaker|Entry: a|Entry: 1146 [Peacemak.]|Entry: 1900 [Peacemak]|#item-6008dd51e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0977/1766,2853,783,200/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0977/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1538495932137
Volume 3,15,creation,1324 [Creation]|1681 [Creation],,,,,,,#item-f606aba66,,Head: creation|Entry: 1324 [Creation]|Entry: 1681 [Creation]|#item-f606aba66,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/875,262,659,108/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1538577144123
Volume 3,15,creator,1705 [Creatour],,,,,,,#item-c5d8d60b9,,Head: creator|Entry: 1705 [Creatour]|#item-c5d8d60b9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/860,352,538,103/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1538577180679
Volume 3,15,cuckold,a|1730 [Cuckold]|4749 [PAGE_MISSING],,,,,,,#item-9fa9be56a,Variant cuckow,Head: cuckold|Variant: cuckow|Entry: a|Entry: 1730 [Cuckold]|Entry: 4749 [PAGE_MISSING]|#item-9fa9be56a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/829,2994,673,174/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1538577986281
Volume 3,15,currans,1344 [Corinths : Currants],,,,,,,#item-90690e1e5,,Head: currans|Entry: 1344 [Corinths : Currants]|#item-90690e1e5,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/825,3610,512,111/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1538578148720
Volume 3,15,customers,1632 [Buy],,,,,,,#item-14a6f0958,,Head: customers|Entry: 1632 [Buy]|#item-14a6f0958,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/1571,548,486,76/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0958/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1539810876047
